episode,maze_seed,total_reward,steps,success,death,correct_kills,wrong_weapon_count,hit_wall_count,epsilon
335,35,78,32,True,False,2,0,2,0.18559023879528855
336,36,76,51,True,False,3,0,0,0.1846622876013121
337,37,90,22,True,False,1,0,0,0.18373897616330553
338,38,41,76,True,False,3,0,1,0.182820281282489
339,39,100,21,True,False,2,0,0,0.18190617987607657
340,40,79,27,True,False,1,0,1,0.18099664897669618
341,41,93,35,True,False,3,0,1,0.1800916657318127
342,42,116,17,True,False,3,0,0,0.17919120740315364
343,43,94,26,True,False,2,0,0,0.17829525136613786
344,44,96,15,True,False,1,0,0,0.17740377510930716
345,45,84,23,True,False,1,0,0,0.17651675623376062
346,46,71,54,True,False,3,0,1,0.1756341724525918
347,47,114,19,True,False,3,0,0,0.17475600159032884
348,48,98,13,True,False,1,0,0,0.17388222158237718
349,49,-450,475,True,False,3,0,8,0.1730128104744653
350,50,58,60,True,False,3,0,2,0.17214774642209296
351,51,56,66,True,False,3,0,0,0.1712870076899825
352,52,87,32,True,False,2,0,1,0.17043057265153258
353,53,-607,500,False,False,1,0,8,0.16957841978827493
354,54,-608,500,False,False,1,0,6,0.16873052768933355
355,55,10,92,True,False,2,0,2,0.1678868750508869
356,56,-654,500,False,False,1,0,11,0.16704744067563246
357,57,-48,133,True,False,2,0,2,0.1662122034722543
358,58,6,91,True,False,2,0,2,0.16538114245489302
359,59,-50,21,False,True,2,0,0,0.16455423674261854
360,60,104,28,True,False,3,0,0,0.16373146555890544
361,61,-5,80,True,False,0,0,1,0.16291280823111093
362,62,-299,327,True,False,3,0,7,0.16209824418995536
363,63,91,17,True,False,1,0,1,0.16128775296900558
364,64,98,33,True,False,3,0,0,0.16048131420416054
365,65,61,57,True,False,3,0,1,0.15967890763313974
366,66,79,47,True,False,3,1,0,0.15888051309497406
367,67,82,34,True,False,2,0,0,0.1580861105294992
368,68,78,22,True,False,0,0,0,0.1572956799768517
369,69,-81,37,False,True,1,0,1,0.15650920157696743
370,70,66,53,True,False,2,0,0,0.1557266555690826
371,71,25,92,True,False,3,0,1,0.1549480222912372
372,72,98,21,True,False,2,0,0,0.15417328217978102
373,73,88,43,True,False,3,0,0,0.1534024157688821
374,74,106,20,True,False,3,1,1,0.1526354036900377
375,75,-78,24,False,True,0,0,0,0.1518722266715875
376,76,96,15,True,False,1,0,0,0.15111286553822956
377,77,-45,135,True,False,2,0,1,0.15035730121053842
378,78,57,35,True,False,0,0,1,0.14960551470448571
379,79,82,31,True,False,2,0,0,0.14885748713096328
380,80,46,78,True,False,3,0,0,0.14811319969530845
381,81,102,19,True,False,2,0,0,0.1473726336968319
382,82,104,18,True,False,2,0,0,0.14663577052834775
383,83,64,62,True,False,3,0,0,0.14590259167570602
384,84,-21,119,True,False,3,0,3,0.1451730787173275
385,85,-205,288,True,False,3,0,3,0.14444721332374086
386,86,-132,215,True,False,3,0,4,0.14372497725712216
387,87,-589,500,False,False,3,0,8,0.14300635237083656
388,88,-61,11,False,True,0,0,0,0.14229132060898236
389,89,51,48,True,False,1,0,1,0.14157986400593744
390,90,9,71,True,False,1,0,3,0.14087196468590776
391,91,-593,500,False,False,2,0,7,0.14016760486247823
